packet_item_id	packet_id	comparison_id	comparison_row_sha256	parent_dual_review_manifest_sha256	batch_id	queue_id	queue_rank	screen_id	external_screen_id	gene_symbol	source_family_id	doi	paper_url	full_text_url	supplement_url	reviewer_a_review_id	reviewer_a_curator	reviewer_a_row_sha256	reviewer_a_evidence_level	reviewer_a_source_locator	reviewer_a_screen_model	reviewer_a_treatment_contrast	reviewer_a_screen_replication	reviewer_a_notes	reviewer_b_review_id	reviewer_b_curator	reviewer_b_row_sha256	reviewer_b_evidence_level	reviewer_b_source_locator	reviewer_b_screen_model	reviewer_b_treatment_contrast	reviewer_b_screen_replication	reviewer_b_notes	comparison_assessed_date	human_adjudication_required
orcs-2.0.18-batch-001-adjudication-v1:item:8ad58684fa59b12713b3297c49e5e210d79df3d7cda7adfe1dfeb4ddd9064dcf	orcs-2.0.18-batch-001-adjudication-v1	orcs-2.0.18-batch-001:review-comparison:sha256:b1a1c737dfc5426ab394ca4f27f12b2ed1a4c83b60e752ad4f4ad606c7a8fdf6	bf132724830482f198ca9f77cef0de9728e4e4af97d7cc2736919da08ab75dcb	4482acfaf1b9670d4e7c5e2dfa65cdf98ce6b24a69995ca7ebe34ff0abed2bf8	orcs-2.0.18-batch-001	orcs:2.0.18:curation-queue:v2:1	1	orcs:2.0.18:screen:1	1	CDK6	orcs:source-family:pubmed:24336569	10.1126/science.1246981	https://pubmed.ncbi.nlm.nih.gov/24336569/	https://pmc.ncbi.nlm.nih.gov/articles/PMC3972032/	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC3972032/supplementaryFiles	orcs:2.0.18:full-text-review:screen:1:v1	Codex-assisted single-curator review	43541cbe6adcad2ac7a892fa48d11d4a85c9d3942061d31f0e655d8239932311	candidate_v1	Figure 2F-G: two sgRNAs per gene, protein assessment and etoposide viability in HL60	KBM-7 near-haploid human CML cells with inducible Cas9	130 nM etoposide for 12 days; treated endpoint versus untreated endpoint; resistance enrichment	Biological screen replicate count not reported; the parallel HL60 screen is a distinct screen	Cross-cell-line within-study evidence from a distinct HL60 screen; retained as V1, not V2, pending formal linkage and adjudication.	orcs:2.0.18:full-text-review:screen:1:v2	Independent Codex literature reviewer; per-study outcome mapping withheld	ed3bd85244e36ab5ab68773e5c7851acb954a802360aeabd91649d534dc6fd93	candidate_v1	Figure 2F-G: individual-guide protein and etoposide-response follow-up was performed in HL60 rather than the selected KBM-7 model	KBM-7 near-haploid human CML cells with inducible Cas9	Etoposide-treated versus untreated final populations; dose and exposure duration not reported; resistance enrichment	Not reported; one treated and one untreated pooled KBM-7 population are described	CDK6 and TOP2A remain V1 because the within-study follow-up used a different cell model; no same-model rescue was reported.	2026-08-02	True
orcs-2.0.18-batch-001-adjudication-v1:item:5324850d5614a5550aaf60c5cd071b7ca50649ed163763cea56d1879dabb26c4	orcs-2.0.18-batch-001-adjudication-v1	orcs-2.0.18-batch-001:review-comparison:sha256:3f67c93c0d792dc8ccb3d93c8a2f3d102203c699a608668fe404cdafbba4111f	8d1c192101b6ef0875079048249f3a2ad60df89f4343a0a205315afd02e0caad	4482acfaf1b9670d4e7c5e2dfa65cdf98ce6b24a69995ca7ebe34ff0abed2bf8	orcs-2.0.18-batch-001	orcs:2.0.18:curation-queue:v2:1	1	orcs:2.0.18:screen:1	1	TOP2A	orcs:source-family:pubmed:24336569	10.1126/science.1246981	https://pubmed.ncbi.nlm.nih.gov/24336569/	https://pmc.ncbi.nlm.nih.gov/articles/PMC3972032/	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC3972032/supplementaryFiles	orcs:2.0.18:full-text-review:screen:1:v1	Codex-assisted single-curator review	43541cbe6adcad2ac7a892fa48d11d4a85c9d3942061d31f0e655d8239932311	candidate_v1	Figure 2F-G: two sgRNAs per gene, protein assessment and etoposide viability in HL60	KBM-7 near-haploid human CML cells with inducible Cas9	130 nM etoposide for 12 days; treated endpoint versus untreated endpoint; resistance enrichment	Biological screen replicate count not reported; the parallel HL60 screen is a distinct screen	Cross-cell-line within-study evidence from a distinct HL60 screen; retained as V1, not V2, pending formal linkage and adjudication.	orcs:2.0.18:full-text-review:screen:1:v2	Independent Codex literature reviewer; per-study outcome mapping withheld	ed3bd85244e36ab5ab68773e5c7851acb954a802360aeabd91649d534dc6fd93	candidate_v1	Figure 2F-G: individual-guide protein and etoposide-response follow-up was performed in HL60 rather than the selected KBM-7 model	KBM-7 near-haploid human CML cells with inducible Cas9	Etoposide-treated versus untreated final populations; dose and exposure duration not reported; resistance enrichment	Not reported; one treated and one untreated pooled KBM-7 population are described	CDK6 and TOP2A remain V1 because the within-study follow-up used a different cell model; no same-model rescue was reported.	2026-08-02	True
orcs-2.0.18-batch-001-adjudication-v1:item:6815d85bcdbf935504c20d38d1887e50cf3241e8764dd5492cc783cd8515f16e	orcs-2.0.18-batch-001-adjudication-v1	orcs-2.0.18-batch-001:review-comparison:sha256:61f1183b08effe58423bc1f70fb43ab11d9a328c9c7cde2b5b7fc284e03cdde0	d4fdd7e31a33185d15130d15c05bd5de2361d6b8de4ffb493b4675e7f2cfef9b	4482acfaf1b9670d4e7c5e2dfa65cdf98ce6b24a69995ca7ebe34ff0abed2bf8	orcs-2.0.18-batch-001	orcs:2.0.18:curation-queue:v2:1153	2	orcs:2.0.18:screen:1153	1153	COQ10B	orcs:source-family:pubmed:27018887	10.1038/nchembio.2050	https://pubmed.ncbi.nlm.nih.gov/27018887/	https://pmc.ncbi.nlm.nih.gov/articles/PMC4836973/	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC4836973/supplementaryFiles	orcs:2.0.18:full-text-review:screen:1153:v1	Codex-assisted single-curator review	ebbb5cfd7aab0d282a8f0369c4e63b964a0f8ff3e559080e34e9793a85969c0f	candidate_v1	Figure 1h-i: two sgRNAs per gene in K-562 competitive-growth assays, two biological replicates	K-562 human CML cells stably expressing Cas9	Dose ramp ending with 48 nM GSK983 for 10 days; 14 days total; treated endpoint versus untreated endpoint	One treated and one untreated flask described; independent biological screen replication not reported	Phenotypes were reproduced, but target disruption was not explicitly confirmed; therefore V1, not V2.	orcs:2.0.18:full-text-review:screen:1153:v2	Independent Codex literature reviewer; per-study outcome mapping withheld	2880a8752d808249060139c1c7c61ff2979b55ebb524b7325ece67362d5e6a9d	candidate_v1	Figure 1H-I and Supplementary Figure 4A: individual sgRNA retests in K562 reproduce sensitization for NPRL2 and DEPDC5 and protection for COQ10B, COQ9 and PDSS2; target loss and same-gene rescue are not reported	K562 human chronic myelogenous leukemia cells constitutively expressing Cas9	48 nM GSK983 versus untreated for 10-14 days; sensitization and protection phenotypes	Not reported; one treated and one untreated pooled K562 population are described	All five genes remain V1 because matched K562 follow-up reproduced the expected GSK983 phenotype but did not document target editing or protein loss and did not include a same-gene rescue; PDSS2 had one individually retested sgRNA.	2026-08-02	True
orcs-2.0.18-batch-001-adjudication-v1:item:31e3e9899218cc251ee4f736b8fae51fa4b6f4c316f1f7e3acc6ac6e9d5eadaa	orcs-2.0.18-batch-001-adjudication-v1	orcs-2.0.18-batch-001:review-comparison:sha256:389b550beee2a5c2a75753b68b4b6b836e1b5fa890a2086df5fbfca9f2109369	953fd7a22deb514fa4fd8507256155304dcf1e8edea76f7997f666c1b640c735	4482acfaf1b9670d4e7c5e2dfa65cdf98ce6b24a69995ca7ebe34ff0abed2bf8	orcs-2.0.18-batch-001	orcs:2.0.18:curation-queue:v2:1153	2	orcs:2.0.18:screen:1153	1153	COQ9	orcs:source-family:pubmed:27018887	10.1038/nchembio.2050	https://pubmed.ncbi.nlm.nih.gov/27018887/	https://pmc.ncbi.nlm.nih.gov/articles/PMC4836973/	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC4836973/supplementaryFiles	orcs:2.0.18:full-text-review:screen:1153:v1	Codex-assisted single-curator review	ebbb5cfd7aab0d282a8f0369c4e63b964a0f8ff3e559080e34e9793a85969c0f	candidate_v1	Figure 1h-i: two sgRNAs per gene in K-562 competitive-growth assays, two biological replicates	K-562 human CML cells stably expressing Cas9	Dose ramp ending with 48 nM GSK983 for 10 days; 14 days total; treated endpoint versus untreated endpoint	One treated and one untreated flask described; independent biological screen replication not reported	Phenotypes were reproduced, but target disruption was not explicitly confirmed; therefore V1, not V2.	orcs:2.0.18:full-text-review:screen:1153:v2	Independent Codex literature reviewer; per-study outcome mapping withheld	2880a8752d808249060139c1c7c61ff2979b55ebb524b7325ece67362d5e6a9d	candidate_v1	Figure 1H-I and Supplementary Figure 4A: individual sgRNA retests in K562 reproduce sensitization for NPRL2 and DEPDC5 and protection for COQ10B, COQ9 and PDSS2; target loss and same-gene rescue are not reported	K562 human chronic myelogenous leukemia cells constitutively expressing Cas9	48 nM GSK983 versus untreated for 10-14 days; sensitization and protection phenotypes	Not reported; one treated and one untreated pooled K562 population are described	All five genes remain V1 because matched K562 follow-up reproduced the expected GSK983 phenotype but did not document target editing or protein loss and did not include a same-gene rescue; PDSS2 had one individually retested sgRNA.	2026-08-02	True
orcs-2.0.18-batch-001-adjudication-v1:item:f5cb5f619d70d2d98a117a9001d0d3b5a5399ae3b5c99813b91e29b228ee7aea	orcs-2.0.18-batch-001-adjudication-v1	orcs-2.0.18-batch-001:review-comparison:sha256:8d3167668e534d8c81dd61b8f6024160467cb2d918ecbd3c60070befc64b3350	3a17e3b3e18b61a2893383bcdf0d34ed21203a50d98d496cf7d99541034c2bdb	4482acfaf1b9670d4e7c5e2dfa65cdf98ce6b24a69995ca7ebe34ff0abed2bf8	orcs-2.0.18-batch-001	orcs:2.0.18:curation-queue:v2:1153	2	orcs:2.0.18:screen:1153	1153	DEPDC5	orcs:source-family:pubmed:27018887	10.1038/nchembio.2050	https://pubmed.ncbi.nlm.nih.gov/27018887/	https://pmc.ncbi.nlm.nih.gov/articles/PMC4836973/	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC4836973/supplementaryFiles	orcs:2.0.18:full-text-review:screen:1153:v1	Codex-assisted single-curator review	ebbb5cfd7aab0d282a8f0369c4e63b964a0f8ff3e559080e34e9793a85969c0f	candidate_v1	Figure 1h-i: two sgRNAs per gene in K-562 competitive-growth assays, two biological replicates	K-562 human CML cells stably expressing Cas9	Dose ramp ending with 48 nM GSK983 for 10 days; 14 days total; treated endpoint versus untreated endpoint	One treated and one untreated flask described; independent biological screen replication not reported	Phenotypes were reproduced, but target disruption was not explicitly confirmed; therefore V1, not V2.	orcs:2.0.18:full-text-review:screen:1153:v2	Independent Codex literature reviewer; per-study outcome mapping withheld	2880a8752d808249060139c1c7c61ff2979b55ebb524b7325ece67362d5e6a9d	candidate_v1	Figure 1H-I and Supplementary Figure 4A: individual sgRNA retests in K562 reproduce sensitization for NPRL2 and DEPDC5 and protection for COQ10B, COQ9 and PDSS2; target loss and same-gene rescue are not reported	K562 human chronic myelogenous leukemia cells constitutively expressing Cas9	48 nM GSK983 versus untreated for 10-14 days; sensitization and protection phenotypes	Not reported; one treated and one untreated pooled K562 population are described	All five genes remain V1 because matched K562 follow-up reproduced the expected GSK983 phenotype but did not document target editing or protein loss and did not include a same-gene rescue; PDSS2 had one individually retested sgRNA.	2026-08-02	True
orcs-2.0.18-batch-001-adjudication-v1:item:4ca529d3a0c63330afb2a324e98fce7ff8836302bd1988f1703167bbebf0f8e6	orcs-2.0.18-batch-001-adjudication-v1	orcs-2.0.18-batch-001:review-comparison:sha256:c74ae3275427becd00273e2c0952439c7a3ccf0bfe0f7a97c33b8e461e1ed4d9	852be4f1aa9515d8d5a3fb5d8308e3c772712847da4f830f8414d428d4245918	4482acfaf1b9670d4e7c5e2dfa65cdf98ce6b24a69995ca7ebe34ff0abed2bf8	orcs-2.0.18-batch-001	orcs:2.0.18:curation-queue:v2:1153	2	orcs:2.0.18:screen:1153	1153	NPRL2	orcs:source-family:pubmed:27018887	10.1038/nchembio.2050	https://pubmed.ncbi.nlm.nih.gov/27018887/	https://pmc.ncbi.nlm.nih.gov/articles/PMC4836973/	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC4836973/supplementaryFiles	orcs:2.0.18:full-text-review:screen:1153:v1	Codex-assisted single-curator review	ebbb5cfd7aab0d282a8f0369c4e63b964a0f8ff3e559080e34e9793a85969c0f	candidate_v1	Figure 1h-i: two sgRNAs per gene in K-562 competitive-growth assays, two biological replicates	K-562 human CML cells stably expressing Cas9	Dose ramp ending with 48 nM GSK983 for 10 days; 14 days total; treated endpoint versus untreated endpoint	One treated and one untreated flask described; independent biological screen replication not reported	Phenotypes were reproduced, but target disruption was not explicitly confirmed; therefore V1, not V2.	orcs:2.0.18:full-text-review:screen:1153:v2	Independent Codex literature reviewer; per-study outcome mapping withheld	2880a8752d808249060139c1c7c61ff2979b55ebb524b7325ece67362d5e6a9d	candidate_v1	Figure 1H-I and Supplementary Figure 4A: individual sgRNA retests in K562 reproduce sensitization for NPRL2 and DEPDC5 and protection for COQ10B, COQ9 and PDSS2; target loss and same-gene rescue are not reported	K562 human chronic myelogenous leukemia cells constitutively expressing Cas9	48 nM GSK983 versus untreated for 10-14 days; sensitization and protection phenotypes	Not reported; one treated and one untreated pooled K562 population are described	All five genes remain V1 because matched K562 follow-up reproduced the expected GSK983 phenotype but did not document target editing or protein loss and did not include a same-gene rescue; PDSS2 had one individually retested sgRNA.	2026-08-02	True
orcs-2.0.18-batch-001-adjudication-v1:item:c300aa08d9bd3f091a2660a6f9a3044bb67e4f66126a041857f72d2879a1507f	orcs-2.0.18-batch-001-adjudication-v1	orcs-2.0.18-batch-001:review-comparison:sha256:9d054ad11609a08a396b4c9a1208e7215323d83bcdc8b897aaa53ed42c3b8f2a	9be1b6d5cfdd6a396b69eedd2664c3f82cab4e4ae33e8c68f457b87303368699	4482acfaf1b9670d4e7c5e2dfa65cdf98ce6b24a69995ca7ebe34ff0abed2bf8	orcs-2.0.18-batch-001	orcs:2.0.18:curation-queue:v2:1153	2	orcs:2.0.18:screen:1153	1153	PDSS2	orcs:source-family:pubmed:27018887	10.1038/nchembio.2050	https://pubmed.ncbi.nlm.nih.gov/27018887/	https://pmc.ncbi.nlm.nih.gov/articles/PMC4836973/	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC4836973/supplementaryFiles	orcs:2.0.18:full-text-review:screen:1153:v1	Codex-assisted single-curator review	ebbb5cfd7aab0d282a8f0369c4e63b964a0f8ff3e559080e34e9793a85969c0f	not_annotated	Figure 1h-i: two sgRNAs per gene in K-562 competitive-growth assays, two biological replicates	K-562 human CML cells stably expressing Cas9	Dose ramp ending with 48 nM GSK983 for 10 days; 14 days total; treated endpoint versus untreated endpoint	One treated and one untreated flask described; independent biological screen replication not reported	Phenotypes were reproduced, but target disruption was not explicitly confirmed; therefore V1, not V2.	orcs:2.0.18:full-text-review:screen:1153:v2	Independent Codex literature reviewer; per-study outcome mapping withheld	2880a8752d808249060139c1c7c61ff2979b55ebb524b7325ece67362d5e6a9d	candidate_v1	Figure 1H-I and Supplementary Figure 4A: individual sgRNA retests in K562 reproduce sensitization for NPRL2 and DEPDC5 and protection for COQ10B, COQ9 and PDSS2; target loss and same-gene rescue are not reported	K562 human chronic myelogenous leukemia cells constitutively expressing Cas9	48 nM GSK983 versus untreated for 10-14 days; sensitization and protection phenotypes	Not reported; one treated and one untreated pooled K562 population are described	All five genes remain V1 because matched K562 follow-up reproduced the expected GSK983 phenotype but did not document target editing or protein loss and did not include a same-gene rescue; PDSS2 had one individually retested sgRNA.	2026-08-02	True
orcs-2.0.18-batch-001-adjudication-v1:item:b05bd02048eeb2bc6e1d903e3fb43ae5d04193ec1f05e3e99786e953fecc1fa3	orcs-2.0.18-batch-001-adjudication-v1	orcs-2.0.18-batch-001:review-comparison:sha256:f53d166d0670b99a4fa5fadf3c6e97711f095b4f76777248e896359e4812a872	4fc1884a277aa4bdf405baa16cb1588c94e51b8d746b4508cc0bd3076c3213df	4482acfaf1b9670d4e7c5e2dfa65cdf98ce6b24a69995ca7ebe34ff0abed2bf8	orcs-2.0.18-batch-001	orcs:2.0.18:curation-queue:v2:85	3	orcs:2.0.18:screen:85	85	KEAP1	orcs:source-family:pubmed:28145866	10.7554/eLife.18970	https://pubmed.ncbi.nlm.nih.gov/28145866/	https://pmc.ncbi.nlm.nih.gov/articles/PMC5305212/	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC5305212/supplementaryFiles	orcs:2.0.18:full-text-review:screen:85:v1	Codex-assisted single-curator review	e3f0f9188c49b2271e67395e3ed15a6443d5fc62e0053ca594cd430d1172b006	candidate_v2	Figure 2B-D: two KEAP1 sgRNAs with editing assessment and matched trametinib response in HCC364	HCC364 human BRAF-V600E lung cancer cells expressing Cas9	24 nM trametinib with harvest at days 14 and 21; drug-selected abundance compared with day-0 baseline; resistance enrichment	Two independent infection replicates	Candidate V2 pending a second curator; no genetic rescue was reported.	orcs:2.0.18:full-text-review:screen:85:v2	Independent Codex literature reviewer; per-study outcome mapping withheld	f39152e0696a2c1a5950dc68d28c0b5a0b456e70fcbd645af402dd2d290a9d04	candidate_v2	Figure 1D supports KEAP1 in matched HCC364 trametinib follow-up; Figures 2 and 5-6 provide contextual or mechanistic evidence that does not independently validate NFE2L2 for this screen	HCC364 human BRAF-V600E lung cancer cells expressing Cas9	24 nM trametinib with harvest at days 14 and 21; drug-selected abundance compared with day-0 baseline; resistance enrichment	Two independent infection replicates with approximately 500 selected cells per sgRNA	KEAP1 is V2 without a same-model same-contrast genetic rescue; NFE2L2 is retained separately as nonqualifying mechanistic evidence.	2026-08-02	True
orcs-2.0.18-batch-001-adjudication-v1:item:0a352bd7bce40c8ce98cb67b92d11c7c382997aa2bcee35f894ee3c3215f451c	orcs-2.0.18-batch-001-adjudication-v1	orcs-2.0.18-batch-001:review-comparison:sha256:7d76d2d487db2b3466402cef0360259bfc285e2de0316790032eec447065eada	a3934c0e2151df103d45449845d5d2be7ff61092f075a0229bf45e6b49ef1062	4482acfaf1b9670d4e7c5e2dfa65cdf98ce6b24a69995ca7ebe34ff0abed2bf8	orcs-2.0.18-batch-001	orcs:2.0.18:curation-queue:v2:85	3	orcs:2.0.18:screen:85	85	NFE2L2	orcs:source-family:pubmed:28145866	10.7554/eLife.18970	https://pubmed.ncbi.nlm.nih.gov/28145866/	https://pmc.ncbi.nlm.nih.gov/articles/PMC5305212/	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC5305212/supplementaryFiles	orcs:2.0.18:full-text-review:screen:85:v1	Codex-assisted single-curator review	e3f0f9188c49b2271e67395e3ed15a6443d5fc62e0053ca594cd430d1172b006	not_annotated	Figure 2B-D: two KEAP1 sgRNAs with editing assessment and matched trametinib response in HCC364	HCC364 human BRAF-V600E lung cancer cells expressing Cas9	24 nM trametinib with harvest at days 14 and 21; drug-selected abundance compared with day-0 baseline; resistance enrichment	Two independent infection replicates	Candidate V2 pending a second curator; no genetic rescue was reported.	orcs:2.0.18:full-text-review:screen:85:v2	Independent Codex literature reviewer; per-study outcome mapping withheld	f39152e0696a2c1a5950dc68d28c0b5a0b456e70fcbd645af402dd2d290a9d04	nonqualifying	Figure 1D supports KEAP1 in matched HCC364 trametinib follow-up; Figures 2 and 5-6 provide contextual or mechanistic evidence that does not independently validate NFE2L2 for this screen	HCC364 human BRAF-V600E lung cancer cells expressing Cas9	24 nM trametinib with harvest at days 14 and 21; drug-selected abundance compared with day-0 baseline; resistance enrichment	Two independent infection replicates with approximately 500 selected cells per sgRNA	KEAP1 is V2 without a same-model same-contrast genetic rescue; NFE2L2 is retained separately as nonqualifying mechanistic evidence.	2026-08-02	True
orcs-2.0.18-batch-001-adjudication-v1:item:3f051e4cf9308c9a308d9e24f9d67d0d596f61e7b81e01a0dbf3771131f83f82	orcs-2.0.18-batch-001-adjudication-v1	orcs-2.0.18-batch-001:review-comparison:sha256:d3eef39130871cf5fa0e62410c4a54aad04f9c3aac7d07c4eb02e8e1927c6934	2a0e4b6b8a92a0dc8fb0f1ba8935d529c565d1d08a45d588806fcca8d2db5b76	4482acfaf1b9670d4e7c5e2dfa65cdf98ce6b24a69995ca7ebe34ff0abed2bf8	orcs-2.0.18-batch-001	orcs:2.0.18:curation-queue:v2:2169	4	orcs:2.0.18:screen:2169	2169	CIC	orcs:source-family:pubmed:28167502	10.1101/gad.291948.116	https://pubmed.ncbi.nlm.nih.gov/28167502/	https://pmc.ncbi.nlm.nih.gov/articles/PMC5322732/	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC5322732/supplementaryFiles	orcs:2.0.18:full-text-review:screen:2169:v1	Codex-assisted single-curator review	3ca690cf61a8ba6080b7a4705b4946249ee5df646e2f6acf53bc34f76350b1f3	candidate_v2	Figures 2B-C and 3A-D: targeted follow-up with independent guides in PC9 and H1975 contexts	PC9 human EGFR-mutant lung cancer cells	30 nM gefitinib versus matched DMSO for approximately 17 days; resistance enrichment	Three replicate pairs reported; replicate unit not specified	Candidate V2 genes remain downstream outcomes; companion shRNA and ORF screens are grouped at the quantitative-asset family level.	orcs:2.0.18:full-text-review:screen:2169:v2	Independent Codex literature reviewer; per-study outcome mapping withheld	35f03e308502644b8d21653b1ea9244b61267df02578d8ca6ee87d259f4ba570	candidate_v2	Figures 2B-D and 3A-B: independent CRISPR perturbations in PC-9 with matched gefitinib response and target-loss assessment; no rescue	PC-9 human EGFR-mutant lung cancer cells	After editing, PC-9 cells were split to 30 nM gefitinib versus matched DMSO for approximately 17 days; resistance enrichment	The pooled screen was performed in three replicate arms	CIC and PBRM1 are V2 in the selected model and treatment direction; no same-model genetic rescue establishes V3.	2026-08-02	True
